userName,score,at,content
FADHILAH AKBAR Putra'AZ,4,2021-12-31 06:08:48,"Saya telah menggunakan aplikasi ajaib ini sdh 1 tahun. Namun selama beberapa bulan terakhir, kinerja dan performa aplikasi cukup berkurang. Semoga kedepannya kinerja aplikasinya meningkat, dan saya harap ketika pemesanan IPO sekuritas dapat di approve segera mungkin. Terima kasih ajaib.. untuk sekarang 4 bintang dulu ya"
Imam Sahroni,5,2021-12-30 08:18:27,Sangat bermanfaat Banga saya berinvestasi di aplikasi ajaib Sangat mudah dipelajari. Kemarin saya buka aplikasi pakai sidik jari bisa.. Setelah saya update kok pakai in put no pin lagi Gimana caranya ya.. supaya bisa paka sidik jari lagi Ajaib. Terima kasih Ajaib Setelah saya komentar di atas. Aplikasi hilang Kemudian saya download lagi masukan pin.. langsung di arahkan ke sidik jari utuk buka aplikasi nya TKS ajaib. Mantafffff....
MaliQ. FM,1,2021-12-29 04:12:03,"Mau ganti rekening susahnya minta ampun, loading gk selesai2 pdhal udah di upgrade, di restart segala macem tetep gabisa.. Nanya ke pusat bantuan jawabannya selalu templete akhirnya solusi terakhir uninstal dan cari app lain yg lebih gk ngeselin"
Muhammad Ikhsanudin,2,2021-12-28 15:17:06,"Harusnya aplikasi itu melakukan upgrade, dalam beberapa teknik.seperti menggantikan nomer hp dan ktp masa harus mengisi berkas offline kemudian dikirim online merepotkan. Aplikasi-aplikasi lebih mudah dalam rangka mengganti nomer handphone atau ktp langsung ada di setting nya."
Aghniya' MMR,5,2021-12-28 08:43:58,"Aplikasi terbaik, bermanfaat , tampilan tampilan seperti saham dam reksadana nya sangat simpel. Tetapi untuk penggunaanya memang agak ribet tapi sangat bermanfaat keguanaanya . Terimakasih"
Adshar chanel,5,2021-12-28 00:18:47,"tingkatkan jaringan servernya kadang untuk analisis data chart nya ngga keluar, dan kadang down, tp ajaib the best lah secara keseluruhan makasih udh kasih solusi buat keuangan keluarga saya"
Penggemar Beras,1,2021-12-27 11:29:18,"Sampah. Transaksi dinyatakan done atau selesai, tapi RDN nya belom masuk ke bank saya, malah entah kemana. Ditanya ke admin juga, malah muter muter macan mempermainkan saya. Meskipun jumlahnya kecil, tapi kalau gini saya GK mau make lagi nih app"
Anisa Angelia,1,2021-12-24 11:19:52,"Pin kok salah terus,padahal udh bener masukin nya,giliran mau di.reset jaringan sedang ada masalah padahal jaringan gak ada masalah sama sekali. Yang amanah dong"
agung prakoso,1,2021-12-23 07:03:49,Kecewa banget sistem sistem order beli nya bisa di pending!! Saya rugi 10% karena dana saya ke di pending saat pembelian saham Saya sudah cancel order dan tulisan cancel order berhasil. Ternyata saya cek lagi saham nya udah kebeli dan orderan tidak tercancel
Boh Pek,1,2021-12-23 04:08:30,"Aplikasi ajaib bisa saya nilai tdk jauh beda dengan permainan game online..tidak real saham.. coba kita nilai sama2, setiap saya memilih dan membeli salah 1 saham yg ada di ajaib, selalu lgsg turun harganya.. alias saya selalu merugi, dan terus terjadi begitu.. padahal, saya sdh memantau pergerakan dan melihat buku saham tsb dgn waktu yg lumayan lama.. tetap, setiap saya beli, lgsg turun.."
Apung Sae,1,2021-12-22 05:12:12,"Aplikasi tidak jelas,daftar ok,cepat.. pengajuan perubahan data 1 tahun baru ACC..cuma rubah nomer rekening di persulit.sekarang event ajaib juga di persulit... Hati2 guys.. ini aplikasi sudah mau musnah.. Tahan untuk donload aplikasi ini. Masih bayak aplikasi lain yg lebih efesien...😁"
zamella myla,1,2021-12-20 07:58:10,Awalnya suka sekali dengan aplikasi ini. Karena mudah di operasikan. Cuman setelah upgrade pembaharuan malah gak bisa masuk password atau email salah terus. Padahal sudah memasukan email dengan benar. Sudah ke pusat bantuan tapi tidak ada solusi. Tidak ada cs yg bisa di call jadi lambat sekali responnya. Tolong dong Ajaib di perbaiki merugikan sekali ini. Saya sudah invest byk gak tau gimana nasib uang saya skrg.
Dyana C,3,2021-12-20 02:51:35,"Halo ajaib, mengenai broker summary, kenapa di aplikasi setelah jam perdagangan bursa tutup masih tidak ditampilkan? Mohon diperbaiki/ditampilkan setelah jam bursa tutup, sedangkan apk lain sejenis, ditampilkan untuk broker summary-nya. Running trade juga tidak update/tidak dimunculkan. Mohon diperbaiki"
Wendy Bae,1,2021-12-17 08:15:53,"Mau daftar rek saham nya, setiap kali di input data selajutnya data awal nya hilang, di input lagi hilang lagi, foto KTP malah enggak mau upload kolom data diatas nya langsung blank. Jaringan internet semua baik. Auto uninstall bikin pusing aja"
Tifo menbal,1,2021-12-15 23:59:15,Duit saya di tahan 250.000 alasan karna penarikan melewati jam 13:00 dan di proses besoknya (hari ini) lalu saya coba tadi subuh penarikan 15.000 malah sudah masuk di ATM. Harusnya prioritas kan yg kemarin belum terproses baru proses yg hari ini walaupun itu yg hari ini tapi kan yg melewati jam 13:00 itu juga harusnya cair hari ini. Sampai uang 250.000 di saldo saya landing baru saya rubah menjadi Bintang 5
Januar Affandi Ramadhan,1,2021-12-13 02:02:37,"Verifikasi sangat lama Sudah hampir sebulan, namun masih aja belum diverifikasi Beda dengan aplikasi lain Kalau aplikasi lain tuh, 3 hari ada kendala langsung disuruh ulang kembali, aplikasi ajaib mah berminggu minggu hanya dikasih pemberitahuan naik turunnya saham tapi gk bisa dibeli karena belum diverifikasi"
IRSA AL MANAP NASUTION,5,2021-12-11 04:22:28,"Gak bakalan bisa berkembang apk nya kalau verifikasi aja dipersulit. Sepuluh kali coba gak bisa, mentok di tahap ke enam tanda tangan. Keterangan nya koneksi internet terganggu. Padahal sudah pakai jaringan hotspot, WiFi dan SIM. Gak jelas nih apk."
Farhan huda,1,2021-12-10 21:48:03,"Kenapa yaa? kalo tengah malam selau hilang data saham dan yg lainnya, (saya ga terlalu mengerti ada apa tp seperti itu sangat tidak nyaman) Klo boleh saran, minta tolong jangan dihilangkan ya ajaib. Sementara bntng 1 dulu, kalo sdh lebih nyaman nnti bisa berubah jd bntng 5 Trima kasih🙏"
Lama Syah,1,2021-12-10 15:47:45,"Langkah awal pendaftaran lancar, sesi terakhir, masukkan pin kode lanjut tiba tiba koneksi terganggu.. berungkali seperti itu.."
Aprisa Rahmawati,1,2021-12-08 04:46:59,"Mau registrasi, setelah tanda tangan,selalu dibilang signal kurang bagus. Sudah uninstal dan reinstal eh tetep sama. Hubungi bantuan, disuruh perbaiki signal. Padahal signal saya bagus. Maaf kalo belum bisa registrasi, saya kasih bintang 1 dulu"
nob Gaming,1,2021-12-06 09:54:50,"Burukk... Daftar aja susah pas udah mau selesai daftar malah ada tulisan koneksi terganggu coba lagi, meskipun di coba berapa kali ttep aja gabisa, padahalliat youtube kualitas HD lancar jaya gaada gangguan. Sangat kecewa sama apk ini"
Al'fat_official,5,2021-12-03 11:52:47,"Bagus banget, namun sayang sekali tdk bisa mengubah nomor telepon. Kebetulan nomor telepon saya akan terblokir, kami berharap kpd tim ajaib untuk meningkatkan fiturnya lg agar bisa merubah nomor telepon, buat antisipasi barang kali ad yang mengalami kejadian spt yg saya sebutkan di atas. Terimakasih 🙏🙏"
User Yoyo,4,2021-12-02 16:35:37,"Kepada admin yang terhormat, kenapa setiap saya isi data untuk buka account, stelah bikin tandatangan saya klik lanjutkan, selalu muncul jaringan bermasalah padahal jaringan saya bagus. Mohon bantuannya agar saya bisa langsung deposit terimakasih"
IBNU DARMA MAULANA,1,2021-12-01 13:05:57,"Saya sangat suka dengan ajaib karena iklan dan rekomendasi dari youtuber trader, tapi saya sudah daftar akun kurang lebih 10x gagal dengan alasan jaringan anda terganggu, saya sudah menganti jaringan, wifi bahkan pindah tempat tapi tetap jaringan anda terganggu. Kalo baru daftar aja kesanya sudah buruk gimna nanti"
Sherly Huang,1,2021-12-01 06:06:36,"Kenapa ya isi data ktp 2 kali tapi hasilnya nihil gak bisa terdaftar ke ajaib. Padahal ada nostis udh terdaftar tp balik lagi isi data lagi. Saya binggung sama app ajaib kaya app yg didaftar tapi minta daftar, nyatanya isi ktp data lainnya 2x tetap hasilnya ujung2 isi data lagi. Ini app ajaib gimana ya????"
Farah Bintang Mulya Haidir,2,2021-12-01 04:43:46,"apliksai kgk jelasss!!!!! udh daftar nya ribet, mohon admin buat tarik saldo di permudah biar bisa kirim ke rekening lain, mau ganti nmr rekening persyaratan nya ribet bgt, udh kirim semua persyaratan msh gk di proses juga ,rugiin org doank nih aplikasi ,"
Stefani Kusno,2,2021-11-30 04:30:28,"Kok klo buka hrs log in trs sih.. pdhl udh log in berkali2. Trs aku udh set auto order jd ilang, pdhl nge set ku 1 minggu.. wkt masuk suru log in dlu trs ilang auto order nya. Dlu dah bisa lo auto order skrg kok ga bisa trs. Tolong diperbaiki secepatnya ya makasi. Utk selebihnya app ini enak aja buat pemula yg mau invest sayangnya cma itu hrs log in trs dan auto ordernya dh ga mau jalan"
Liaa,5,2021-11-30 00:57:53,Aplikasinya baguuuss! Rekomen banget untuk pemula yang mau berinvestasi. Fitur-fitur yang disediakan gampang dipelajari dan cara daftarnya pun gampang 👍
Osfaldio Juflayn,1,2021-11-29 02:23:58,1bulan lebih saya top up tidak berhasil masuk. Sudah hubungi CS tanggapannya hanya di suruh menunggu dan tidak pasti masuknya dana saya kapan. Sampai udh berjalan 1 bulan tetapi saldo saya juga tdk bertambah. Aplikasi BUSUK dan BURUK!!! JANGAN DI DOWNLOAD!!!
Prameswari Clarissa,5,2021-11-27 14:46:42,"Aplikasi ajaib ini bagus dan sangat mudah digunakan karena semua proses dilakukan secana online tanpa perlu mengirim dokumen fisik, sehingga prosesnya cepat. Aplikasi ini juga sangat cocok untuk pemula yang ingin mulai berinvestasi👍"
Music _ON,5,2021-11-26 11:31:21,"Aplikasi yang sangat bagus sekali.. sedikit masukan,, mohon di update kembali aplikasi ini soalnya di menu trading view kadang chartnya muncul, kadang tidak muncul.. mohon di perbaiki🙏🏻"
Marsella Dewanti,5,2021-11-26 09:28:06,"Aplikasi ini sangat membantu pemula untuk melakukan investasi. Dengan aplikasi ini saya lebih bisa memahami mengenai investasi, saham, reksadana dan lain sebagainya. Selain itu, aplikasi ini memiliki fitur fitur yang tidak membingungkan, tampilan apk nya bagus dan gampang dipahami. Aplikasi ini sangat recommend untuk para pemula yang ingin berinvestasi"
Gitaranwae Akustik,1,2021-11-25 09:38:34,"Sudah 3x melengkapi data selalu ditolak dengan keterangan ""Koneksi kamu terganggu, silahkan coba lagi"". Terakhir pesan yang muncul menyatakan kalau saya sudah coba 3x dan gagal, harus coba lain hari. Bingung saya, sedangkan kualitas jaringan di rumah, kantor maupun GSM semua bagus. Admin bisa membantu kah?"
riznaa sftr,3,2021-11-24 20:54:09,"Untuk fitur yang baru saya pelajari, mudah dimengerti tapi untuk kebanyakan review nya ko pada bilang tidak bagus ya? Jadi aga ragu untuk menggunakan.. Tapi literally untuk fitur apps nya bagus dan bervariasi"
Nur fitri Sulastri,5,2021-11-24 10:40:11,Aplikasi ini sangat bermanfaat. Terutama untuk pemula yang ingin berinvastasi bisa banget download aplikasi ini.. Tampilan nya pun sangat unik beda dari yang lain.. Gampang pula menggunakan aplikasinya.. Sangat bagus..
Bimo Prakoso,5,2021-11-24 09:32:54,"Aplikasinya sangat bagus dan nyaman di pakai. Fitur fiturnya tidak membingungkan, cocok untuk pemula yang baru memulai belajar Investasi. Semoga kedepannya aplikasi Ajaib bisa lebih berkembang. Thank you~"
Alias Saputra,1,2021-11-24 07:24:52,"Aplikasi yang CS/support nya PARAH banget. 7x saya kirim video verifikasi gak ada yang cocok satuuuu pun. Anehnya saya kirim video yang sama kesalahannya bisa beda. Ini orang niat gak si kerja? Yang bikin sakit ati itu, kesalahan saya dibilang ""video tidak ada, hanya suara"" dan ""suara tidak jelas"". Udah pake kamera depan kemera belakang, gak ada yang berhasil. Sumpah KESALLL BANGET AMA APLIKASI satu ini. Gak niat nerima bilang dari awal. Jadi saya gak berharap. Jadi saya bisa cari broker lain."
M. Agus Khoeron Fadli,5,2021-11-24 03:42:09,"Aplikasi ajaib ini mudah sekali untuk digunakan bagi para pemula, dengan aplikasi ini kita bisa belajar dari awal tentang membeli saham, investasi, reksadana, dan lainnya. Pokoknya wajib banget buat install dan cobain aplikasi ajaib ini! Dijamin ga nyesel dan seru banget!"
Michael Andre Suryajaya,5,2021-11-24 03:28:35,"user interface dari aplikasi sangat bagus dan menarik. fitur-fitur di dalam aplikasi juga tergolong lengkap dan tidak membingungkan sehingga ramah bagi pemula. untuk pemula yang ingin mulai berinvestasi, aplikasi ini sangat recommended"
Khairiansyah,5,2021-11-24 03:13:02,App nya keren dan sangat mudah dipahami bagi pemula seperti saya. Berbagai fitur yang tersedia sangat lengkap. App ini recommend lah bagi para pemula yang ingin mulai berinvestasi
Bantulmedia Iklan02,3,2021-11-23 13:03:21,"setelah gangguan dari tgl.19 kmrn,yg ga bisa jual saham sampai sekarang aplikasi ajaib lemot,tiap.habis beli/jual aplikasi not responding (delay blank lama,sekitar 10detik) yg menjadikan sangat tidk akurat ketika melakukan transaksi,udh keburu pindah bid nya mohon diperbaiki"
Riana Bakti,3,2021-11-23 00:37:11,"Tolong aplikasi ini supaya diperbaiki ager tidak eror terus, saya sering mengalami fortopolio saya tidak muncul, hilang sebagian, kalau seperti ini bikin orang panik dan ketakutan untuk inves diaplikasi ini."
Sigit Setiadi,5,2021-11-23 00:04:15,"Saya baru permulaan di ajaib ini, sukanya ketika beli dalam waktu dkat maupun jauh slalu naik harga meski kadang mengalami penurunan yamg dalam tapi akhirnya normal lagi, tapi ada juga saham lain yang saya beli malah harganya turun dari hari ke hari turun melulu, dan kalo sampai th ke th harga turun trus si gimana Master ? Mohon pencerahan , terimakasih"
Hanggar Pra,5,2021-11-22 11:48:04,"Semoga tidak terjadi sesuatu yang merugikan pengguna lagi. Saya harap masalah penarikan bisa diperbaiki lagi. Karena banyak pengguna yang kesulitan untuk menarik uang mereka sendiri. Mereka cari uang juga ga mudah. Jika memang app ini digunakan untuk mempermudah orang dalam berinvestasi, ya tolong diperbaiki lagi. Beberapa bulan lalu saya lihat rating masih di 4.3 tetapi sekarang 4.1. Bisa jadi kalo tidak segera diperbaiki, app ini akan ditinggal konsumen. Terimakasih 🙏"
Ade Irma Nirmala Sari,5,2021-11-22 07:18:10,"Lucu banget namanya Ajaib, tapi sesuai sama isi aplikasinya emang bener2 keren, cocok nih buat yang mau mulai investasi, fitur dan isinya mudah buat dipelajari, tampilannya juga menarik suka banget warna biru. Semoga bisa bermanfaat aplikasinya kembangkan terus.."
Anang Suprihadi,5,2021-11-20 23:48:39,"Informasi yang harus diisi terlalu banyak dan terlalu mendetail. Seharusnya hal seperti itu dilakukan secara offline atau kita mendatangi kantor/cabang terdekat. Jadi, saya sangat meragukan aplikasi ini. Bahkan menurut saya pribadi, memberikan informasi secara online sangat berbahaya."
Alvito Rafif,5,2021-11-20 14:05:42,User interface dari aplikasi ini sangat bagus dan menarik. Fitur-fitur di dalam aplikasi juga tergolong lengkap dan tidak membingungkan sehingga ramah bagi pemula yang ingin mulai berinvestasi. Aplikasi ini sangat recommended
single rider motorcycle,1,2021-11-19 06:30:03,"terlalu lambat proses penjualan saham , dan withdraw tidak recomend untuk investasi disini , coba dibuat untuk cara penjualan gak butuh waktu lama , dan untuk withdraw gak butuh waktu lama juga cuma 1 jam sudah masuk , contoh platform sebelah , seperti GOTRADE , sistemnya sangat bagus jual saham cuma sebentar gak butuh waktu menitan , wd pun gak sampai 1 jam , , kalau sistem ajaib seperti itu pasti banyak peminatnya kalau masih tetap lambat prosesnya gak lama juga gulung tikar ini aplikasi"
m roseno,1,2021-11-19 05:50:22,"Sering error, ga bisa sell pas dapat harga bagus, rugi dong... Dipakai di pc juga ngelag, tiap 10 menit minta pin, kacau lah.. Sering hilang momen terutama buat yg suka fast trade, NOT RECOMENDED"
Abdullah Nouvel Syahbal (Abdullah),5,2021-11-19 04:15:57,Aplikasi yg benar2 ajaib. Mudah dan lengkap. Tinggal tambah fitur nabung rutin reksadananya seprti diaplikasi sebelah.
Windi Maulana,1,2021-11-18 07:58:02,"Saat Registrasi semua udah benar, saya buka 1 hari setelahnya nama lengkap saya bisa berkurang 1 huruf., dan untuk mengganti nama tersebut terlalu banyak persyaratan harus buat surat lampiran, video dll.. Terlalu ribet aplikasi nya hanya untuk mengubah nama yg salah jelas dari sistem kalian.. Mohon di pertimbangkan dalam mengubah data yg tidak terlalu penting jangan di persulit."
Ariell Kornelis,5,2021-11-16 12:52:13,Untuk pemula yang ingin ber inventasi ini bener bener rekomendasi banget. Fitur fitur nya juga tidak membingungkan dan mudah untuk pemula. Banyak yang bisa di pelajari dari reksadana sampai saham perusahaan perusahaan besar di indonesia. Sangat di rekomendasi
H D,2,2021-11-16 08:45:22,Dari awal instal masih lancar2 aja Tapi setelah update kok performanya menurun ya. Lebih slow respon dan awal masuk lgsg blang item lumayan lama Tolong di perbaiki karna ini apps bagus dan simple buat pemula seperti say. Terima kasih
Sayyid Ibaadurrahman,1,2021-11-16 05:55:57,"kenapa ga bisa masuk terus setelah update??terus setiap mau masuk berubah terus tampilan nya, kadang tampilan awal kaya mai registrasi ladang suruh masulan pin baru tapi gabisa terus pin nya keterangan pin already have, gimana ini?"
Pengguna Baru,1,2021-11-15 05:35:50,"Saya kecewa banget sama aplikasi ajaib, penarikan saya sudah 7 hari belum landing ke rekening saya, di aplikasi ajaib sudah landing tapi di rekening saya belum ada. Aplikasi penipuan😪😪😪"
